Mineral name,Chemical formula,Subgroup,Group,Machine readable formula, Elemental wt%,Oxide wt%
ferri-leakeite,[Na][Na2][Mg2Fe3+2Li]Si8O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mg', 2, 2], ['Fe', 2, 3], ['Li', 1, 1], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 8.14, 'Mg': 5.74, 'Fe': 13.19, 'Li': 0.82, 'Si': 26.53, 'O': 45.34, 'H': 0.24}","{'Na2O': 10.98, 'MgO': 9.52, 'Fe2O3': 18.85, 'Li2O': 1.76, 'SiO2': 56.75, 'H2O': 2.13}"
ferro-ferri-fluoro-leakeite,Na(Na2)(Fe2+2Fe3+2Li)(Si8O22)(F)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Fe', 2, 2], ['Fe', 2, 3], ['Li', 1, 1], ['Si', 8, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 7.55, 'Fe': 24.45, 'Li': 0.76, 'Si': 24.58, 'O': 38.51, 'F': 4.16}","{'Na2O': 10.17, 'FeO': 15.74, 'Fe2O3': 17.49, 'Li2O': 1.64, 'SiO2': 52.56, 'F': 2.16}"
fluoro-leakeite,NaNa2(Mg2Al2Li)(Si8O22)F2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mg', 2, 2], ['Al', 2, 3], ['Li', 1, 1], ['Si', 8, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 8.7, 'Mg': 6.13, 'Al': 6.8, 'Li': 0.87, 'Si': 28.33, 'O': 44.38, 'F': 4.79}","{'Na2O': 11.72, 'MgO': 10.16, 'Al2O3': 12.85, 'Li2O': 1.87, 'SiO2': 60.49, 'F': 2.9}"
oxo-mangani-leakeite,NaNa2(Mn3+4Li)Si8O22O2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mn', 4, 3], ['Li', 1, 1], ['Si', 8, 4], ['O', 24, -2]]","{'Na': 7.63, 'Mn': 24.3, 'Li': 0.77, 'Si': 24.84, 'O': 42.46}","{'Na2O': 10.29, 'Li2O': 1.66, 'Mn2O3': 34.91, 'SiO2': 53.18}"
potassic-ferri-leakeite,[K][Na2][Mg2Fe3+2Li]Si8O22(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Na', 2, 1], ['Mg', 2, 2], ['Fe', 2, 3], ['Li', 1, 1], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.53, 'Na': 5.33, 'Mg': 5.63, 'Fe': 12.94, 'Li': 0.8, 'Si': 26.03, 'O': 44.5, 'H': 0.23}","{'Na2O': 7.18, 'MgO': 9.32,  'K2O': 5.46, 'Fe2O3': 18.50, 'Li2O': 1.72, 'SiO2': 55.70, 'H2O': 2.06}"
potassic-mangani-leakeite,"[(Na,K)][Na2][Mg2Mn3+2Li]Si8O22(OH)2",clinoamphibole group,inosilicate,"[['K', 1, 1], ['Na', 2, 1], ['Mg', 2, 2], ['Mn', 2, 3], ['Li', 1, 1], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.54, 'Na': 5.34, 'Mg': 5.64, 'Mn': 12.76, 'Li': 0.81, 'Si': 26.09, 'O': 44.59, 'H': 0.23}","{'Na2O': 7.22, 'MgO': 9.35,  'K2O': 5.47, 'Mn2O3': 18.32, 'Li2O': 1.74, 'SiO2': 55.83, 'H2O': 2.05}"
ferro-ferri-nybøite,NaNa2[(Fe2+3)Fe3+2](AlSi7O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Fe', 3, 2], ['Fe', 2, 3], ['Al', 1, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 7.2, 'Fe': 29.17, 'Al': 2.82, 'Si': 20.53, 'O': 40.09, 'H': 0.21}","{'Na2O': 9.71, 'FeO': 22.52, 'Fe2O3': 16.69, 'Al2O3': 5.33, 'SiO2': 43.94, 'H2O': 1.88}"
fluoro-nybøite,NaNa2(Mg3Al2)(AlSi7O22)F2,clinoamphibole group,inosilicate,"[['Na', 3, 1], ['Mg', 3, 2], ['Al', 3, 3], ['Si', 7, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 8.52, 'Mg': 9.01, 'Al': 10.0, 'Si': 24.29, 'O': 43.49, 'F': 4.69}","{'Na2O': 11.47, 'MgO': 14.95, 'Al2O3': 18.89, 'SiO2': 51.97, 'F': 2.72}"
fluoro-riebeckite,{Na2}{Fe2+3Fe3+2}(Si8O22)F2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Fe', 3, 2], ['Fe', 2, 3], ['Si', 8, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 4.89, 'Fe': 29.71, 'Si': 23.91, 'O': 37.45, 'F': 4.04}","{'Na2O': 6.59, 'FeO': 22.93, 'Fe2O3': 16.99, 'SiO2': 51.14, 'F': 2.34}"
magnesio-riebeckite,{Na2}{Mg3Fe3+2}(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Mg', 3, 2], ['Fe', 2, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 5.47, 'Mg': 8.67, 'Fe': 13.28, 'Si': 26.71, 'O': 45.64, 'H': 0.24}","{'Na2O': 7.37, 'MgO': 14.37, 'Fe2O3': 18.99, 'SiO2': 57.14, 'H2O': 2.14}"
ferro-taramite,Na(CaNa)(Fe2+3Al2)(Al2Si6O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Fe', 3, 2], ['Al', 4, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 5.02, 'Ca': 4.38, 'Fe': 18.29, 'Al': 11.78, 'Si': 18.4, 'O': 41.92, 'H': 0.22}","{'Na2O':6.77, 'CaO': 6.13, 'FeO': 23.53, 'Al2O3': 22.26, 'SiO2': 39.36, 'H2O': 1.97}"
fluoro-taramite,{Na}{CaNa}{Mg3Al2}(Al2Si6O22)F2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Mg', 3, 2], ['Al', 4, 3], ['Si', 6, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 5.57, 'Ca': 4.86, 'Mg': 8.83, 'Al': 13.08, 'Si': 20.42, 'O': 42.65, 'F': 4.6}","{'Na2O':7.51, 'CaO': 6.80, 'MgO': 14.64, 'Al2O3': 24.72, 'SiO2': 43.68, 'H2O': 2.6}"
potassic-ferro-ferri-taramite,K(CaNa)(Fe2+3Fe3+2)(Al2Si6O22)(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Na', 1, 1], ['Ca', 1, 2], ['Fe', 3, 2], ['Fe', 2, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 3.95, 'Na': 2.32, 'Ca': 4.05, 'Fe': 28.21, 'Al': 5.45, 'Si': 17.02, 'O': 38.79, 'H': 0.2}","{'Na2O':3.13, 'K2O': 4.76, 'CaO': 5.67, 'FeO': 21.77, 'Fe2O3': 16.13, 'Al2O3': 10.30, 'SiO2': 36.43, 'H2O': 1.79}"
scandio-winchite,(NaCa)(Mg4Sc)(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 1, 2], ['Mg', 4, 2], ['Sc', 1, 3], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.82, 'Ca': 4.91, 'Mg': 11.92, 'Sc': 5.51, 'Si': 27.54, 'O': 47.06, 'H': 0.25}","{'Na2O': 3.80, 'CaO': 6.87, 'MgO': 19.76, 'Sc2O3': 8.45, 'SiO2': 58.91, 'H2O': 2.23}"
potassic-ferro-taramite,K{CaNa}{Fe2+3Al2}{Si6Al2}O22(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Na', 1, 1], ['Ca', 1, 2], ['Fe', 3, 2], ['Al', 4, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.19, 'Na': 2.47, 'Ca': 4.3, 'Fe': 17.97, 'Al': 11.58, 'Si': 18.08, 'O': 41.19, 'H': 0.22}","{'Na2O': 3.33, 'K2O': 5.05, 'CaO': 6.02, 'FeO': 23.12, 'Al2O3': 21.88, 'SiO2': 38.68, 'H2O': 1.97}"
ferro-richterite,{Na}{CaNa}{Fe2+5}(Si8O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Fe', 5, 2], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 4.71, 'Ca': 4.11, 'Fe': 28.61, 'Si': 23.02, 'O': 39.35, 'H': 0.21}","{'Na2O': 6.35, 'CaO': 5.75, 'FeO': 36.81,'SiO2': 49.24, 'H2O': 1.88}"
fluoro-richterite,{Na}{CaNa}{Mg5}(Si8O22)(F)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Mg', 5, 2], ['Si', 8, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 5.59, 'Ca': 4.87, 'Mg': 14.78, 'Si': 27.32, 'O': 42.81, 'F': 4.62}","{'Na2O': 7.54, 'CaO': 6.81, 'MgO': 24.50, 'SiO2': 58.44, 'F': 2.7}"
potassic-fluoro-richterite,{K}{CaNa}{Mg5}(Si8O22)(F)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Na', 1, 1], ['Ca', 1, 2], ['Mg', 5, 2], ['Si', 8, 4], ['O', 22, -2], ['F', 2, 1]]","{'K': 4.66, 'Na': 2.74, 'Ca': 4.78, 'Mg': 14.5, 'Si': 26.8, 'O': 41.99, 'F': 4.53}","{'Na2O': 3.69, 'K2O' :5.61, 'CaO': 6.69, 'MgO': 24.04, 'SiO2': 57.33, 'F': 2.63}"
potassic-richterite, {K}{CaNa}{Mg5}Si8O22(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Na', 1, 1], ['Ca', 1, 2], ['Mg', 5, 2], ['Si', 8, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.69, 'Na': 2.76, 'Ca': 4.8, 'Mg': 14.56, 'Si': 26.93, 'O': 46.02, 'H': 0.24}","{'Na2O': 3.72, 'K2O' :5.65, 'CaO': 6.72, 'MgO': 24.14, 'SiO2': 57.61, 'H2O': 2.14}"
ferri-fluoro-katophorite,Na(CaNa)(Mg4Fe3+)(AlSi7O22)F2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Mg', 4, 2], ['Fe', 1, 3], ['Al', 1, 3], ['Si', 7, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 5.39, 'Ca': 4.7, 'Mg': 11.4, 'Fe': 6.55, 'Al': 3.16, 'Si': 23.06, 'O': 41.28, 'F': 4.46}","{'Na2O': 7.27, 'CaO': 6.58, 'MgO': 18.90,'Fe2O3': 9.36, 'Al2O3': 5.97, 'SiO2': 49.33, 'F': 2.59}"
ferri-katophorite,Na(CaNa)(Mg4Fe3+)(AlSi7O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Mg', 4, 2], ['Fe', 1, 3], ['Al', 1, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 5.42, 'Ca': 4.72, 'Mg': 11.45, 'Fe': 6.58, 'Al': 3.18, 'Si': 23.16, 'O': 45.24, 'H': 0.24}","{'Na2O': 7.31, 'CaO': 6.60, 'MgO': 18.98,'Fe2O3': 9.41, 'Al2O3': 6.01, 'SiO2': 49.54, 'H2O': 2.15}"
ferro-ferri-katophorite,Na(NaCa)(Fe2+4Fe3+)(Si7Al)O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Fe', 4, 2], ['Fe', 1, 3], ['Al', 1, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 4.72, 'Ca': 4.11, 'Fe': 28.64, 'Al': 2.77, 'Si': 20.17, 'O': 39.39, 'H': 0.21}","{'Na2O': 6.36, 'CaO': 5.75, 'FeO': 29.48, 'Fe2O3': 8.19, 'Al2O3': 5.23, 'SiO2': 43.15, 'H2O': 1.85}"
ferro-katophorite,{Na}{CaNa}{Fe2+4Al}[(AlSi7)O22](OH)2,clinoamphibole group,inosilicate,"[['Na', 2, 1], ['Ca', 1, 2], ['Fe', 4, 2], ['Al', 2, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 4.86, 'Ca': 4.24, 'Fe': 23.61, 'Al': 5.7, 'Si': 20.78, 'O': 40.59, 'H': 0.21}","{'Na2O': 6.55, 'CaO': 5.93, 'FeO': 30.38, 'Al2O3': 10.77, 'SiO2': 44.46, 'H2O': 1.88}"
barroisite,{CaNa}{Mg3Al2}(AlSi7O22)(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 1, 2], ['Mg', 3, 2], ['Al', 3, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.88, 'Ca': 5.01, 'Mg': 9.12, 'Al': 10.12, 'Si': 24.59, 'O': 48.03, 'H': 0.25}","{'Na2O': 3.88, 'CaO': 7.01, 'MgO': 15.12, 'Al2O3': 19.12, 'SiO2': 52.60, 'H2O': 2.23}"
ferro-fluoro-edenite,NaCa2Fe2+5(AlSi7O22)F2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Fe', 5, 2], ['Al', 1, 3], ['Si', 7, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 2.31, 'Ca': 8.05, 'Fe': 28.04, 'Al': 2.71, 'Si': 19.74, 'O': 35.34, 'F': 3.82}","{'Na2O': 3.11, 'CaO': 11.26, 'FeO': 36.0, 'Al2O3': 5.12, 'SiO2': 42.23, 'F': 2.22}"
magnesio-hornblende,Ca2(Mg4Al)(Si7Al)O22(OH)2,clinoamphibole group,inosilicate,"[['Ca', 2, 2], ['Mg', 4, 2], ['Al', 2, 3], ['Si', 7, 4], ['O', 24, -2], ['H', 2, 1]]","{'Ca': 9.85, 'Mg': 11.94, 'Al': 6.63, 'Si': 24.15, 'O': 47.18, 'H': 0.25}","{'CaO': 13.78, 'MgO': 19.80, 'Al2O3': 12.53, 'SiO2': 51.67, 'H2O':2.23}"
chromio-pargasite,NaCa2(Mg4Cr)(Si6Al2)O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Cr', 1, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.67, 'Ca': 9.31, 'Mg': 11.29, 'Cr': 6.04, 'Al': 6.27, 'Si': 19.57, 'O': 44.61, 'H': 0.23}","{'Na2O': 3.60, 'CaO': 13.03, 'MgO': 18.72, 'Cr2O3': 8.83, 'Al2O3': 11.85, 'SiO2': 41.86, 'H2O': 2.06}"
ferro-pargasite,NaCa2(Fe2+4Al)(Si6Al2)O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Fe', 4, 2], ['Al', 3, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.39, 'Ca': 8.33, 'Fe': 23.22, 'Al': 8.41, 'Si': 17.52, 'O': 39.92, 'H': 0.21}","{'Na2O': 3.22, 'CaO': 11.66, 'FeO': 29.87, 'Al2O3': 15.89, 'SiO2': 37.48, 'H2O': 1.88}"
fluoro-pargasite,NaCa2(Mg4Al)(Si6Al2)O22F2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Al', 3, 3], ['Si', 6, 4], ['O', 22, -2], ['F', 2, 1]]","{'Na': 2.74, 'Ca': 9.54, 'Mg': 11.58, 'Al': 9.64, 'Si': 20.07, 'O': 41.91, 'F': 4.52}","{'Na2O': 3.69, 'CaO': 13.35, 'MgO': 19.20, 'Al2O3': 18.21, 'SiO2': 42.93, 'F': 2.6}"
mangani-pargasite,NaCa2(Mg4Mn3+)(Si6Al2)O22(OH)2,clinoamphibole group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Mn', 1, 3], ['Al', 2, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'Na': 2.66, 'Ca': 9.28, 'Mg': 11.25, 'Mn': 6.36, 'Al': 6.25, 'Si': 19.51, 'O': 44.46, 'H': 0.23}","{'Na2O': 3.59, 'CaO': 12.98, 'MgO': 18.65, 'Mn2O3': 9.14, 'Al2O3': 11.81, 'SiO2': 41.73, 'F': 2.06}"
potassic-chloro-pargasite,KCa2(Mg4Al)(Si6Al2)O22Cl2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Al', 3, 3], ['Si', 6, 4], ['O', 22, -2], ['Cl', 2, 1]]","{'K': 4.4, 'Ca': 9.02, 'Mg': 10.94, 'Al': 9.11, 'Si': 18.96, 'O': 39.6, 'Cl': 7.98}","{'K2O': 5.30, 'CaO': 12.62, 'MgO': 18.14, 'Al2O3': 17.21, 'SiO2': 40.56, 'Cl': 6.16}"
potassic-ferro-pargasite,KCa2(Fe2+4Al)(Si6Al2)O22(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Fe', 4, 2], ['Al', 3, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.0, 'Ca': 8.2, 'Fe': 22.84, 'Al': 8.28, 'Si': 17.23, 'O': 39.26, 'H': 0.21}","{'K2O': 4.82, 'CaO': 11.47, 'FeO': 29.37, 'Al2O3': 15.64, 'SiO2': 36.84, 'H2O':1.88}"
potassic-fluoro-pargasite,KCa2(Mg4Al)(Si6Al2)O22F2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Al', 3, 3], ['Si', 6, 4], ['O', 22, -2], ['F', 2, 1]]","{'K': 4.57, 'Ca': 9.36, 'Mg': 11.36, 'Al': 9.46, 'Si': 19.69, 'O': 41.13, 'F': 4.44}","{'K2O': 5.40, 'CaO': 12.86, 'MgO': 18.49, 'Al2O3': 17.55, 'SiO2': 41.35, 'F': 4.36}"
potassic-pargasite,KCa2(Mg4Al)(Si6Al2)O22(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Mg', 4, 2], ['Al', 3, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.59, 'Ca': 9.41, 'Mg': 11.41, 'Al': 9.5, 'Si': 19.78, 'O': 45.07, 'H': 0.24}","{'K2O': 5.52, 'CaO':  13.17, 'MgO': 18.91, 'Al2O3': 17.95, 'SiO2': 42.32, 'H20': 2.15}"
diopside,CaMgSi2O6,clinopyroxene group,inosilicate,"[['Ca', 1, 2], ['Mg', 1, 2], ['Si', 2, 4], ['O', 6, -2]]","{'Ca': 18.51, 'Mg': 11.22, 'Si': 25.94, 'O': 44.33}","{'CaO': 25.90, 'MgO': 18.61, 'SiO2': 55.49}"
hedenbergite,CaFe2+Si2O6,clinopyroxene group,inosilicate,"[['Ca', 1, 2], ['Fe', 1, 2], ['Si', 2, 4], ['O', 6, -2]]","{'Ca': 16.15, 'Fe': 22.51, 'Si': 22.64, 'O': 38.7}","{'CaO': 22.60, 'FeO': 28.96, 'SiO2': 48.44}"
jadeite,NaAlSi2O6,clinopyroxene group,inosilicate,"[['Na', 1, 1], ['Al', 1, 3], ['Si', 2, 4], ['O', 6, -2]]","{'Na': 11.37, 'Al': 13.35, 'Si': 27.79, 'O': 47.49}","{'Na2O': 15.30, 'Al2O3': 25.21, 'SiO2': 59.39}"
aegirine,NaFe3+Si2O6,clinopyroxene group,inosilicate,"[['Na', 1, 1], ['Fe', 1, 3], ['Si', 2, 4], ['O', 6, -2]]","{'Na': 9.95, 'Fe': 24.17, 'Si': 24.32, 'O': 41.56}","{'Na2O': 13.42, 'Fe2O3': 34.56, 'SiO2': 52.02}"
davisite,CaScAlSiO6,clinopyroxene group,inosilicate,"[['Ca', 1, 2], ['Sc', 1, 3], ['Al', 1, 3], ['Si', 1, 4], ['O', 6, -2]]","{'Ca': 16.97, 'Sc': 19.04, 'Al': 11.43, 'Si': 11.9, 'O': 40.66}","{'CaO': 23.75, 'Sc2O3': 25.95, 'Al2O3': 21.61, 'SiO2': 28.69}"
esseneite,CaFe3+AlSiO6,clinopyroxene group,inosilicate,"[['Ca', 1, 2], ['Fe', 1, 3], ['Al', 1, 3], ['Si', 1, 4], ['O', 6, -2]]","{'Ca': 16.23, 'Fe': 22.61, 'Al': 10.92, 'Si': 11.37, 'O': 38.87}","{'CaO': 22.70, 'Al2O3': 20.64, 'Fe2O3': 32.33, 'SiO2': 24.33}"
johannsenite,CaMnSi2O6,clinopyroxene group,inosilicate,"[['Ca', 1, 2], ['Mn', 1, 2], ['Si', 2, 4], ['O', 6, -2]]","{'Ca': 16.21, 'Mn': 22.23, 'Si': 22.72, 'O': 38.84}","{'CaO': 22.69, 'MnO': 28.70, 'SiO2': 48.62}"
kanoite,MnMgSi2O6,clinopyroxene group,inosilicate,"[['Mn', 1, 2], ['Mg', 1, 2], ['Si', 2, 4], ['O', 6, -2]]","{'Mn': 23.74, 'Mg': 10.5, 'Si': 24.27, 'O': 41.48}","{'MnO': 30.52, 'MgO': 17.40, 'SiO2':52.08}"
kosmochlor,NaCr3+Si2O6,clinopyroxene group,inosilicate,"[['Na', 1, 1], ['Cr', 1, 3], ['Si', 2, 4], ['O', 6, -2]]","{'Na': 10.12, 'Cr': 22.89, 'Si': 24.73, 'O': 42.26}","{'Na2O': 13.64, 'Cr2O3': 33.46, 'SiO2': 52.90}"
spodumene,LiAlSi2O6,clinopyroxene group,inosilicate,"[['Li', 1, 1], ['Al', 1, 3], ['Si', 2, 4], ['O', 6, -2]]","{'Li': 3.73, 'Al': 14.5, 'Si': 30.18, 'O': 51.59}","{'Li2O': 8.03, 'Al2O3': 27.40, 'SiO2': 64.58}"
colomeraite,NaTi3+Si2O6,clinopyroxene group,inosilicate,"[['Na', 1, 1], ['Ti', 1, 3], ['Si', 2, 4], ['O', 6, -2]]","{'Na': 10.31, 'Ti': 21.46, 'Si': 25.19, 'O': 43.04}","{'Na2O': 13.90, 'Ti2O3': 40.77, 'SiO2': 45.33}"
jervisite,NaSc3+Si2O6,clinopyroxene group,inosilicate,"[['Na', 1, 1], ['Sc', 1, 3], ['Si', 2, 4], ['O', 6, -2]]","{'Na': 10.44, 'Sc': 20.42, 'Si': 25.52, 'O': 43.61}","{'Na2O': 14.07, 'Sc2O3': 43.13, 'SiO2': 42.80}"
kushiroite, CaAl[AlSiO6],clinopyroxene group,inosilicate,"[['Ca', 1, 2], ['Al', 2, 3], ['Si', 1, 4], ['O', 6, -2]]","{'Ca': 18.37, 'Al': 24.74, 'Si': 12.88, 'O': 44.01}","{'CaO': 25.71, 'Al2O3': 46.74, 'SiO2': 27.55}"
prehnite,Ca2Al(Si3Al)O10(OH)2,nan,inosilicate,"[['Ca', 2, 2], ['Al', 2, 3], ['Si', 3, 4], ['O', 12, -2], ['H', 2, 1]]","{'Ca': 20.27, 'Al': 13.65, 'Si': 21.31, 'O': 44.51, 'H': 0.25}","{'CaO': 28.37, 'Al2O3': 25.29, 'H2O': 2.28, 'SiO2': 44.19}"
aenigmatite,Na4[Fe2+10Ti2]O4[Si12O36],sapphirine group,inosilicate,"[['Na', 4, 1], ['Fe', 10, 2], ['Ti', 2, 4], ['Si', 12, 4], ['O', 40, -2]]","{'Na': 5.34, 'Fe': 32.41, 'Ti': 5.56, 'Si': 19.56, 'O': 37.14}","{'Na2O': 7.18, 'FeO': 41.64, 'TiO2': 9.35, 'SiO2': 41.83}"
serendibite,Ca4[Mg6Al6]O4[Si6B3Al3O36],sapphirine group,inosilicate,"[['Ca', 4, 2], ['Mg', 6, 2], ['Al', 9, 3], ['Si', 6, 4], ['B', 3, 3], ['O', 40, -2]]","{'Ca': 11.53, 'Mg': 10.49, 'Al': 17.47, 'Si': 12.12, 'B': 2.33, 'O': 46.05}","{'MgO': 17.40, 'CaO': 16.14, 'Al2O3': 32.99, 'SiO2': 25.93, 'B2O3': 7.51}"
bustamite,Mn2Ca2MnCa(Si3O9)2,wollastonite group,inosilicate,"[['Mn', 3, 2], ['Ca', 3, 2], ['Si', 6, 4], ['O', 18, -2]]","{'Mn': 22.23, 'Ca': 16.21, 'Si': 22.72, 'O': 38.84}","{'CaO': 22.68, 'MnO': 28.69, 'SiO2': 48.61}"
mendigite,Mn2Mn2MnCa(Si3O9)2,wollastonite group,inosilicate,"[['Mn', 5, 2], ['Ca', 1, 2], ['Si', 6, 4], ['O', 18, -2]]","{'Mn': 35.61, 'Ca': 5.2, 'Si': 21.85, 'O': 37.34}","{'CaO': 7.28, 'MnO': 45.96, 'SiO2': 46.76}"
pectolite,NaCa2Si3O8(OH),wollastonite group,inosilicate,"[['Na', 1, 1], ['Ca', 2, 2], ['Si', 3, 4], ['O', 9, -2], ['H', 1, 1]]","{'Na': 6.92, 'Ca': 24.11, 'Si': 25.35, 'O': 43.32, 'H': 0.3}","{'Na2O': 9.32, 'CaO': 33.74, 'SiO2': 54.23, 'H2O': 2.71}"
wollastonite,CaSiO3,wollastonite group,inosilicate,"[['Ca', 1, 2], ['Si', 1, 4], ['O', 3, -2]]","{'Ca': 34.5, 'Si': 24.18, 'O': 41.32}","{'CaO': 48.28, 'SiO2':51.72}"
potassic-ferro-sadanagaite,{K}{Ca2}{Fe2+3Al2}(Al3Si5O22)(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Fe', 3, 2], ['Al', 5, 3], ['Si', 5, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.12, 'Ca': 8.45, 'Fe': 17.67, 'Al': 14.23, 'Si': 14.81, 'O': 40.5, 'H': 0.21}","{'CaO': 11.82, 'K2O': 4.96, 'FeO': 22.74, 'Al2O3': 26.91, 'SiO2':31.69, 'H2O': 1.88}"
potassic-sadanagaite,{K}{Ca2}{Mg3Al2}(Al3Si5O22)(OH)2,clinoamphibole group,inosilicate,"[['K', 1, 1], ['Ca', 2, 2], ['Mg', 3, 2], ['Al', 5, 3], ['Si', 5, 4], ['O', 24, -2], ['H', 2, 1]]","{'K': 4.58, 'Ca': 9.39, 'Mg': 8.54, 'Al': 15.81, 'Si': 16.45, 'O': 44.99, 'H': 0.24}","{'CaO': 13.13, 'K2O': 5.52, 'MgO': 14.16, 'Al2O3': 29.88, 'SiO2':35.20, 'H2O': 2.14}"
fluoro-tremolite,Ca2Mg5(Si8O22)F2,clinoamphibole group,inosilicate,"[['Ca', 2, 2], ['Mg', 5, 2], ['Si', 8, 4], ['O', 22, -2], ['F', 2, 1]]","{'Ca': 9.82, 'Mg': 14.89, 'Si': 27.52, 'O': 43.12, 'F': 4.65}","{'MgO': 24.68, 'CaO': 13.73, 'SiO2':58.89, 'F': 2.7}"
ferro-tschermakite,{Ca2}{Fe2+3Al2}(Al2Si6O22)(OH)2,clinoamphibole group,inosilicate,"[['Ca', 2, 2], ['Fe', 3, 2], ['Al', 4, 3], ['Si', 6, 4], ['O', 24, -2], ['H', 2, 1]]","{'Ca': 8.81, 'Fe': 18.41, 'Al': 11.86, 'Si': 18.51, 'O': 42.19, 'H': 0.22}","{'CaO': 11.94, 'FeO': 22.95, 'Al2O3': 16.29, 'Fe2O3': 8.50, 'SiO2':38.39, 'H2O': 1.92}"
